Wavelength,380,390,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700
D12,0.8176,0.9413,1.0421,1.1324,1.2057,1.2581,1.3262,1.5249,1.8308,2.1691,2.559,2.7904,2.8341,2.5809,2.2978,2.0658,1.7651,1.2741,0.8056,0.4757,0.2772,0.1753,0.1154,0.0941,0.0862,0.0826,0.0799,0.0769,0.075,0.0737,0.0732,0.0726,0.0723
E1,0.3755,0.4232,0.4652,0.4886,0.4661,0.4327,0.4041,0.3657,0.3207,0.2762,0.2241,0.1872,0.1575,0.1465,0.1439,0.1477,0.1623,0.1973,0.2549,0.3332,0.4129,0.4847,0.6137,0.8222,1.0816,1.2122,0.9743,0.5618,0.2978,0.1678,0.1162,0.0926,0.0835
E2,0.4344,0.488,0.5331,0.559,0.5428,0.5162,0.495,0.4767,0.4602,0.4493,0.4338,0.4197,0.4044,0.3876,0.3643,0.3405,0.316,0.293,0.2955,0.3332,0.3892,0.4454,0.5586,0.7427,0.9732,1.087,0.8783,0.5083,0.2742,0.1575,0.1103,0.0892,0.0809
E3,0.4698,0.5311,0.5822,0.6154,0.608,0.5884,0.575,0.5759,0.5873,0.6083,0.6301,0.6378,0.6342,0.6072,0.5654,0.5219,0.464,0.3884,0.3361,0.3323,0.3619,0.4041,0.4997,0.6623,0.8671,0.9701,0.7886,0.4576,0.2463,0.1419,0.1,0.0811,0.074
E4,0.5128,0.5808,0.6364,0.6748,0.6762,0.6642,0.6594,0.6806,0.7236,0.7788,0.8398,0.8713,0.8781,0.8346,0.7707,0.7065,0.6192,0.4929,0.3902,0.3466,0.351,0.3766,0.4545,0.5966,0.7756,0.8642,0.7078,0.42,0.2308,0.1388,0.1016,0.0851,0.0787
E5,0.552,0.627,0.6886,0.7332,0.7432,0.739,0.7426,0.7852,0.8598,0.9507,1.0515,1.1064,1.1206,1.0565,0.9683,0.8811,0.7639,0.5892,0.4357,0.3531,0.3309,0.3404,0.3996,0.5221,0.6758,0.7533,0.6176,0.3679,0.2039,0.1237,0.0915,0.0769,0.0713
E6,0.5898,0.671,0.7377,0.7872,0.8054,0.8089,0.8201,0.8806,0.9797,1.0993,1.233,1.3093,1.3273,1.2427,1.1314,1.0266,0.8854,0.673,0.4804,0.3657,0.3206,0.315,0.3571,0.4559,0.5825,0.646,0.5355,0.3291,0.1905,0.1226,0.0955,0.0831,0.0785
E7,0.6279,0.7163,0.7889,0.8468,0.8754,0.8877,0.9095,0.9956,1.132,1.2909,1.4702,1.5741,1.5989,1.4864,1.3467,1.2178,1.0462,0.7816,0.5387,0.3821,0.31,0.2877,0.3128,0.3923,0.4972,0.5507,0.4592,0.2849,0.1682,0.1115,0.0885,0.0783,0.0745
E8,0.6523,0.7463,0.8228,0.8853,0.9214,0.9414,0.9712,1.0756,1.2383,1.4268,1.6392,1.76,1.79,1.6545,1.4919,1.3433,1.1517,0.8487,0.5717,0.386,0.2925,0.2565,0.2662,0.3254,0.4086,0.4497,0.3777,0.2398,0.1449,0.0987,0.0803,0.0722,0.0691
E9,0.6947,0.7938,0.8734,0.9411,0.9843,1.0099,1.0468,1.1656,1.3536,1.565,1.8077,1.9475,1.9804,1.8224,1.6373,1.4757,1.2648,0.9266,0.6142,0.4016,0.2889,0.2409,0.2369,0.2801,0.3428,0.3745,0.3173,0.2076,0.1333,0.0971,0.0828,0.0762,0.0738
E10,0.7337,0.8383,0.9225,0.9962,1.0476,1.0804,1.124,1.2576,1.4656,1.7001,1.9691,2.1224,2.1536,1.9754,1.7693,1.5882,1.3581,0.9915,0.6467,0.4083,0.2762,0.2148,0.1939,0.2156,0.2533,0.273,0.236,0.1645,0.1162,0.092,0.0821,0.0779,0.0761
E11,0.7764,0.8875,0.9772,1.056,1.1159,1.1563,1.2079,1.3633,1.5978,1.8644,2.1728,2.3443,2.3801,2.1708,1.9362,1.7336,1.4753,1.066,0.6839,0.4172,0.2637,0.1888,0.1533,0.1569,0.1742,0.1843,0.1648,0.1259,0.0986,0.0848,0.0789,0.0759,0.0752
E12,0.8021,0.9192,1.0154,1.1004,1.169,1.2169,1.2777,1.4527,1.7191,2.019,2.3643,2.5621,2.5993,2.3673,2.1123,1.8938,1.6145,1.1631,0.7421,0.4383,0.2595,0.1667,0.1123,0.0937,0.0868,0.0835,0.0808,0.0782,0.076,0.0746,0.0739,0.0736,0.0736
F1,0.3956,0.4457,0.4884,0.5143,0.497,0.4673,0.4397,0.3979,0.3475,0.2981,0.2411,0.1987,0.1645,0.1502,0.1446,0.1452,0.1565,0.1868,0.238,0.3085,0.3817,0.4463,0.5632,0.7521,0.9889,1.1056,0.8949,0.5174,0.2777,0.1593,0.1124,0.0907,0.0829
F2,0.4532,0.5091,0.5566,0.5848,0.5726,0.5487,0.5277,0.5034,0.4765,0.4546,0.4269,0.4035,0.3815,0.3619,0.3367,0.3106,0.2853,0.2647,0.2673,0.3018,0.3517,0.4028,0.5023,0.6672,0.8758,0.9781,0.7948,0.4616,0.2487,0.1441,0.1019,0.0829,0.0756
F3,0.4851,0.5482,0.6,0.6339,0.6288,0.6112,0.5974,0.592,0.5912,0.5988,0.6057,0.604,0.5932,0.5652,0.5243,0.4806,0.4268,0.358,0.311,0.3082,0.3359,0.3733,0.4598,0.6066,0.7928,0.8832,0.7203,0.4245,0.2325,0.137,0.0993,0.0824,0.076
F4,0.5263,0.5951,0.6512,0.6909,0.6944,0.6831,0.6763,0.6875,0.7134,0.7506,0.7897,0.8071,0.8042,0.7622,0.7026,0.6408,0.5601,0.4474,0.3556,0.3176,0.3226,0.3464,0.4178,0.5461,0.7063,0.7864,0.6461,0.3845,0.2162,0.1317,0.0983,0.0833,0.0777
F5,0.5576,0.6335,0.695,0.7399,0.7512,0.7476,0.7487,0.7808,0.8365,0.9063,0.9833,1.0229,1.029,0.9673,0.8849,0.8032,0.6954,0.5378,0.3981,0.324,0.3051,0.3139,0.3686,0.478,0.6179,0.6859,0.566,0.3388,0.1918,0.1185,0.0896,0.0765,0.0717
F6,0.6027,0.685,0.7524,0.8028,0.8227,0.8258,0.8342,0.8841,0.9654,1.0632,1.1716,1.2296,1.2393,1.1599,1.0567,0.9567,0.8245,0.6246,0.4464,0.3381,0.2954,0.2892,0.326,0.4122,0.5252,0.582,0.4854,0.3004,0.178,0.1179,0.0938,0.083,0.0789
F7,0.6359,0.7249,0.7961,0.8529,0.8815,0.8932,0.9124,0.9839,1.0988,1.2332,1.387,1.47,1.4863,1.3818,1.2528,1.1325,0.9714,0.7256,0.5013,0.3556,0.2885,0.2673,0.2879,0.3576,0.4478,0.4929,0.4134,0.2632,0.1617,0.1118,0.0921,0.0831,0.0798
F8,0.6645,0.7594,0.8354,0.8986,0.9349,0.9531,0.98,1.0698,1.2091,1.3729,1.5566,1.6597,1.6799,1.5544,1.4021,1.2621,1.0792,0.7978,0.5351,0.3626,0.2749,0.2404,0.2475,0.2989,0.3702,0.4059,0.344,0.2217,0.1407,0.1003,0.0844,0.0773,0.0747
F9,0.6819,0.7769,0.8532,0.9181,0.9591,0.9821,1.0136,1.1178,1.2766,1.461,1.6681,1.7845,1.8088,1.6662,1.4997,1.3478,1.1516,0.8447,0.5608,0.3671,0.2667,0.2235,0.2208,0.2597,0.3165,0.3445,0.292,0.1928,0.1256,0.0924,0.0793,0.0735,0.0713
F10,0.7375,0.8424,0.9266,0.9989,1.0495,1.0823,1.1219,1.2504,1.4441,1.6607,1.9099,2.0515,2.0769,1.9049,1.7064,1.5308,1.3079,0.9546,0.6216,0.3892,0.2613,0.2012,0.1804,0.1979,0.2307,0.2468,0.2136,0.1513,0.1081,0.0869,0.0785,0.0747,0.0733
F11,0.7543,0.8629,0.9506,1.0275,1.0849,1.1214,1.1673,1.3047,1.5164,1.7542,2.0236,2.1798,2.206,2.016,1.7974,1.6126,1.3732,0.993,0.6379,0.387,0.2443,0.1743,0.1412,0.1434,0.1578,0.1654,0.1468,0.1121,0.0877,0.0757,0.0709,0.0686,0.0681
F12,0.7844,0.8975,0.99,1.072,1.137,1.1813,1.2364,1.392,1.6288,1.8952,2.2018,2.3753,2.4048,2.1933,1.9537,1.7468,1.4908,1.0784,0.6778,0.4014,0.2381,0.1546,0.1058,0.0891,0.0832,0.0802,0.0775,0.0747,0.0729,0.0715,0.0708,0.0701,0.0704
G1,0.4098,0.4619,0.5077,0.5366,0.524,0.4976,0.4706,0.4263,0.3693,0.3143,0.25,0.2036,0.1655,0.1487,0.141,0.1386,0.1471,0.1743,0.2213,0.2868,0.3539,0.4144,0.5244,0.7,0.9203,1.0295,0.833,0.4836,0.2585,0.1481,0.1044,0.0843,0.0766
G2,0.4679,0.5257,0.5741,0.6043,0.5957,0.5735,0.5528,0.525,0.4899,0.4597,0.4223,0.392,0.3642,0.3432,0.3174,0.291,0.2671,0.2499,0.2553,0.2889,0.3369,0.3841,0.4774,0.6314,0.8225,0.9181,0.7505,0.4397,0.2421,0.1449,0.1061,0.0886,0.0817
G3,0.5009,0.5655,0.6185,0.6534,0.6518,0.6358,0.622,0.6096,0.5987,0.5945,0.5853,0.5734,0.5555,0.5258,0.4845,0.4421,0.3937,0.332,0.2923,0.2937,0.3212,0.3566,0.4356,0.5751,0.7499,0.8351,0.6815,0.4044,0.2234,0.1355,0.1002,0.0842,0.0782
G4,0.5328,0.6014,0.658,0.6975,0.702,0.6915,0.6845,0.6892,0.7032,0.727,0.7528,0.7606,0.7523,0.712,0.6552,0.5959,0.5202,0.4165,0.3321,0.2981,0.3036,0.3258,0.3913,0.5098,0.6601,0.7327,0.6021,0.361,0.2043,0.1271,0.0965,0.0827,0.0775
G5,0.5659,0.6418,0.7037,0.7487,0.7611,0.7577,0.7581,0.7826,0.8239,0.879,0.9403,0.9685,0.9674,0.9096,0.8323,0.7541,0.6514,0.5015,0.3712,0.3017,0.2839,0.2914,0.34,0.4386,0.5659,0.6259,0.5177,0.3151,0.1798,0.1139,0.0877,0.0758,0.0715
G6,0.598,0.6796,0.7451,0.7953,0.815,0.8189,0.8268,0.8697,0.9368,1.0215,1.1134,1.1626,1.1664,1.0921,0.9952,0.9003,0.7744,0.5857,0.4167,0.3156,0.2742,0.2679,0.3001,0.3779,0.4787,0.5282,0.4413,0.2759,0.1662,0.1121,0.0906,0.0809,0.0773
G7,0.6364,0.7247,0.7954,0.8515,0.8796,0.8898,0.9056,0.9659,1.0615,1.1756,1.3022,1.3711,1.3806,1.2843,1.1639,1.0484,0.8979,0.6689,0.4585,0.3247,0.2624,0.2426,0.2609,0.3214,0.4029,0.4433,0.3717,0.2382,0.1472,0.1028,0.085,0.0772,0.0741
G8,0.6582,0.7521,0.8268,0.8888,0.9252,0.9418,0.9653,1.0428,1.1612,1.2995,1.4603,1.5461,1.5598,1.4444,1.3045,1.172,0.9999,0.7395,0.4946,0.3305,0.2488,0.2162,0.2205,0.2627,0.3238,0.3541,0.3007,0.1981,0.1285,0.0945,0.0807,0.0749,0.0728
G9,0.6975,0.7967,0.8758,0.9433,0.9875,1.0113,1.0425,1.1381,1.2848,1.4573,1.647,1.7531,1.7706,1.63,1.4631,1.3125,1.1185,0.8197,0.5371,0.3474,0.2443,0.1987,0.1895,0.2166,0.2589,0.2799,0.2414,0.1665,0.1147,0.0894,0.0792,0.0747,0.0728
G10,0.7169,0.816,0.896,0.9648,1.012,1.0389,1.0724,1.1736,1.3271,1.5052,1.7055,1.8199,1.8387,1.6952,1.5233,1.3709,1.1715,0.8543,0.5542,0.3495,0.2346,0.1804,0.1615,0.1773,0.2075,0.2239,0.1966,0.141,0.1017,0.082,0.0739,0.0702,0.069
G11,0.7481,0.8529,0.9368,1.0104,1.065,1.098,1.1396,1.2611,1.4476,1.6605,1.9087,2.048,2.0779,1.9072,1.7161,1.5364,1.3052,0.949,0.6074,0.371,0.2357,0.1689,0.1371,0.1399,0.1537,0.1626,0.1465,0.1142,0.0912,0.0793,0.0744,0.0722,0.0714
G12,0.7737,0.8843,0.974,1.0537,1.1155,1.1563,1.2051,1.3449,1.5546,1.7939,2.0655,2.2194,2.2442,2.0488,1.8274,1.6364,1.3958,1.0057,0.6389,0.3745,0.224,0.1458,0.1016,0.0865,0.0807,0.0778,0.0759,0.0726,0.0709,0.07,0.069,0.0688,0.0688
H1,0.4289,0.4839,0.5293,0.5603,0.5501,0.5242,0.4972,0.451,0.3928,0.3355,0.2673,0.2177,0.1755,0.1566,0.1464,0.1405,0.146,0.1696,0.2125,0.2719,0.333,0.3878,0.4865,0.6478,0.8487,0.9462,0.77,0.45,0.2438,0.1433,0.1034,0.0853,0.0781
H2,0.4744,0.5321,0.5783,0.6077,0.6014,0.581,0.5609,0.5297,0.492,0.459,0.419,0.3853,0.3551,0.3326,0.307,0.2806,0.2571,0.2395,0.2435,0.275,0.3194,0.363,0.4501,0.5945,0.7766,0.8614,0.7042,0.4164,0.2295,0.1398,0.1032,0.0874,0.0812
H3,0.5085,0.5709,0.6198,0.6532,0.651,0.6343,0.6193,0.6025,0.5851,0.5741,0.558,0.5403,0.5198,0.4909,0.4515,0.4103,0.3639,0.3095,0.2752,0.2779,0.3058,0.3413,0.4191,0.5523,0.719,0.7994,0.6535,0.3885,0.2153,0.1313,0.0976,0.0825,0.0767
H4,0.5395,0.6046,0.6578,0.6964,0.7013,0.6909,0.6829,0.6828,0.6887,0.7034,0.7165,0.7167,0.7051,0.6663,0.6128,0.5568,0.4865,0.3909,0.3155,0.287,0.2941,0.3159,0.3795,0.4939,0.6375,0.708,0.5834,0.3526,0.2016,0.1266,0.097,0.0838,0.0786
H5,0.5647,0.6345,0.6913,0.7343,0.7452,0.74,0.7369,0.752,0.7818,0.8229,0.8651,0.8834,0.88,0.8283,0.7579,0.687,0.5955,0.4626,0.3495,0.2908,0.2791,0.2899,0.3412,0.4396,0.5652,0.6268,0.5185,0.3156,0.1818,0.1167,0.0904,0.0783,0.074
H6,0.5999,0.6767,0.7389,0.7863,0.8039,0.8033,0.8057,0.8363,0.8889,0.956,1.0302,1.0661,1.0669,1.003,0.9151,0.8298,0.7139,0.5452,0.3943,0.3089,0.2799,0.2806,0.322,0.4101,0.523,0.5786,0.4801,0.2945,0.1729,0.1135,0.09,0.0792,0.0748
H7,0.6254,0.7077,0.774,0.8265,0.8507,0.8566,0.8664,0.9142,0.9919,1.0856,1.1895,1.2435,1.25,1.1673,1.0604,0.957,0.8214,0.6163,0.4292,0.3146,0.2656,0.2537,0.2804,0.3507,0.442,0.4862,0.4059,0.254,0.1546,0.1057,0.0859,0.0772,0.0739
H8,0.6426,0.7276,0.7974,0.855,0.8855,0.8969,0.9124,0.9731,1.0692,1.183,1.3117,1.3771,1.3847,1.2858,1.1632,1.0471,0.8948,0.6646,0.4511,0.3137,0.2487,0.2264,0.2397,0.2926,0.3631,0.3983,0.3353,0.2149,0.1361,0.0969,0.0816,0.0747,0.0718
H9,0.6827,0.7762,0.8511,0.9137,0.9502,0.9682,0.9914,1.0712,1.1945,1.3378,1.5006,1.5908,1.6051,1.4863,1.3386,1.2027,1.0255,0.7512,0.5003,0.3283,0.2409,0.2039,0.202,0.2377,0.2885,0.314,0.2673,0.1788,0.1194,0.0901,0.0784,0.0731,0.0711
H10,0.7087,0.8064,0.8842,0.9504,0.9955,1.02,1.0509,1.1452,1.2903,1.4573,1.6496,1.7552,1.7741,1.6337,1.4697,1.3174,1.121,0.8166,0.5348,0.3365,0.2307,0.1814,0.1664,0.1838,0.2147,0.2295,0.1999,0.1421,0.1031,0.0843,0.0771,0.0738,0.0726
H11,0.7421,0.8446,0.9269,0.9996,1.0519,1.0835,1.1209,1.2323,1.3981,1.5926,1.8122,1.9292,1.9485,1.788,1.599,1.4305,1.2171,0.8814,0.5656,0.3456,0.2209,0.1611,0.1321,0.1331,0.1452,0.1506,0.1355,0.1068,0.0869,0.0767,0.0724,0.0707,0.0701
H12,0.7636,0.869,0.9554,1.031,1.09,1.1273,1.1705,1.2904,1.4756,1.6842,1.9179,2.0474,2.0628,1.8853,1.6819,1.5057,1.2814,0.9211,0.5861,0.347,0.2097,0.1407,0.1008,0.0867,0.0817,0.0792,0.0767,0.0748,0.0733,0.0721,0.072,0.0715,0.0713
